fid,group_num,breakdown_is_C,breakdown_is_T,breakdown_is_Q,is_constant,has_minus,skewness,kurtosis,top_1_proportion,top_2_proportion,top_3_proportion,normalized_coefficient_variation,entropy,reci_entropy,chi_2_s,chi_2_p,chi_2_p_005,gini_coeff,normal_s,normal_p,normal_p_005,powerlaw_s,powerlaw_p,powerlaw_p_005,percent_3sigma,percent_15iqr,percent_grubbs,outliers_mean_zscore,lof_index,is_Outliers,is_Distributions,is_Correlations,chart_type
supermax03:4,25.5,True,False,False,False,False,3.8137740848896833,5.143264318406081,0.1088683738421401,0.1942992595781125,0.2770609485513453,1.9159554683581812,3.770749630967949,0.2651992568764903,13242.036718300926,0.0,True,0.701325855550858,0.5143053531646729,7.090104174243147e-18,True,0.2327586206896551,0.0036189182455552,True,0.0,0.0948275862068965,0.0603448275862069,4.604853925683304,0.740945516688855,True,True,False,pie
clouddetour:2,4.0,True,False,False,False,False,0.1441723082701,-1.7976787105207956,0.4945054945054945,0.0,0.0,0.9695830298307446,1.072786644075404,0.9321517987967344,52.07692307692308,2.884125234922076e-11,True,0.4038461520710059,0.8633267879486084,0.2722971439361572,False,0.5,0.7714285714285716,False,0.0,0.0,0.0,0.0,0.1145443951526082,False,True,False,pie
clouddetour:0,4.0,True,False,False,False,False,-0.4346507595746656,-1.1542857142857144,0.4285714285714285,0.0,0.0,0.6573421981221795,1.143386854257352,0.8745946275982995,17.857142857142858,5.203720948349015e-09,True,0.3316326503540192,0.9713736176490784,0.7149908633873566,False,0.5,0.7714285714285716,False,0.0,0.0,0.0,0.0,0.1949440381908485,False,True,False,pie
maragones:1098,15.0,True,False,False,False,False,2.295931903621423,4.590536462321513,0.1499999999999999,0.2499999999999999,0.3199999999999999,1.5440207252495026,2.647209368876776,0.3777562937624027,0.149,5.203720948349015e-09,False,0.1679997480003779,0.6502947211265564,7.668026955798268e-05,True,0.4,0.1844161768444983,False,0.0,0.0666666666666666,0.1333333333333333,3.2382985009427485,0.740945516688855,True,True,False,pie
maragones:1094,20.0,True,False,False,False,False,2.259187818878947,5.143264318406081,0.12,0.2,0.26,0.9874208829065748,2.9312390704080267,0.341152657964811,0.156,5.203720948349015e-09,False,0.1789996420007159,0.7178714871406555,6.491778185591102e-05,True,0.35,0.1745330056980682,False,0.0,0.1,0.1,3.544587784792833,0.740945516688855,True,True,False,pie
maragones:1088,8.0,True,False,False,False,False,0.1899028974062161,-1.338842975206611,0.17,0.33,0.4700000000000001,0.8206518066482898,2.0530505481295496,0.4870800677124385,0.0528,5.203720948349015e-09,False,0.1299998960000832,0.9245455265045166,0.4678196310997009,False,0.25,0.98010878010878,False,0.0,0.0,0.0,0.0,0.0676269324373164,False,True,False,pie
icorecare:163,25.5,True,False,False,False,False,2.052290852251004,5.1041593306312105,0.048452406818496,0.0891619096529519,0.1184249511130424,1.09481037648266,4.013724800252884,0.2281411574757819,13242.036718300926,0.0,True,0.4846261493737208,0.7805800437927246,4.738720266878049e-12,True,0.3529411764705882,5.639713468566636e-07,True,0.0,0.0672268907563025,0.0168067226890756,4.32357234992364,0.740945516688855,True,True,False,pie
icorecare:161,17.0,True,False,False,False,False,2.5055979694782047,5.143264318406081,0.4273016374661741,0.6011910640567286,0.741313923400557,1.8326573111694624,1.7790887934940016,0.5620854921108644,13242.036718300926,0.0,True,0.7281385542816357,0.5784490704536438,6.486628990387544e-06,True,0.4705882352941176,0.0449529329759842,True,0.0,0.2352941176470588,0.0588235294117647,3.475831129272649,0.740945516688855,True,True,False,pie
icorecare:159,3.0,True,False,False,False,False,0.1883064659758075,-1.4999999999999996,0.5861398068224465,0.0,0.0,0.8647869335066034,0.913198567607018,1.0950520899528349,13242.036718300926,0.0,True,0.320408741052902,0.9919481873512268,0.7149908633873566,False,0.3333333333333333,1.0,False,0.0,0.0,0.0,0.0,0.2959650990746789,False,True,False,pie
icorecare:157,25.5,True,False,False,False,False,3.8137740848896833,5.143264318406081,0.5152854511970534,0.7942630727161114,0.8210279591495061,2.0735319185203185,1.730361036629943,0.5779140762135996,13242.036718300926,0.0,True,0.9639163226563064,0.3430068865418434,5.76418419134755e-31,True,0.4423963133640553,1.7756637870564422e-19,True,0.0,0.1566820276497695,0.1785714285714285,6.604246766950617,0.740945516688855,True,True,False,pie
icorecare:155,15.0,True,False,False,False,False,1.0880110169758177,-0.3427681100931612,0.2425583186837063,0.476070081181978,0.6540976158966559,1.2701595850091283,1.944478565855829,0.5142766896789459,13242.036718300926,0.0,True,0.6446533799392256,0.7615118026733398,0.0012287251884117,True,0.2,0.9383310279844598,False,0.0,0.0,0.0,0.0,0.4915095748124232,False,True,False,pie
vanjasmailovic:48,2.0,True,False,False,False,False,0.0,-2.0,0.7664357007341417,0.0,0.0,1.0,0.5435473856627636,1.8397660008624088,6884.698506970222,0.0,True,0.2664357007319439,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
vanjasmailovic:36,25.5,True,False,False,False,False,2.838779483014648,5.143264318406081,0.1759724675089435,0.2602001539645881,0.3345107095956165,1.4034881910987067,3.038231191219399,0.3291388762283914,13242.036718300926,0.0,True,0.3975148950531352,0.6477110981941223,5.634436206491955e-07,True,0.3214285714285714,0.1110308664999888,False,0.0,0.1071428571428571,0.0357142857142857,4.246613196000767,0.740945516688855,True,True,False,pie
vanjasmailovic:10,9.0,True,False,False,False,False,2.474873734152916,4.124999999999997,0.2,0.3,0.4,2.0735319185203185,2.163955656882057,0.4621166782321471,0.7999999999999999,5.203720948349015e-09,False,0.0888888808888895,0.3898412585258484,3.217511448383448e-07,True,0.75,0.0007404360345536,True,0.0,0.1111111111111111,0.0,2.82842712474619,0.0,True,True,False,pie
vanjasmailovic:6,9.0,True,False,False,False,False,2.474873734152916,4.124999999999997,0.2,0.3,0.4,2.0735319185203185,2.163955656882057,0.4621166782321471,0.7999999999999999,5.203720948349015e-09,False,0.0888888808888895,0.3898412585258484,3.217511448383448e-07,True,0.75,0.0007404360345536,True,0.0,0.1111111111111111,0.0,2.82842712474619,0.0,True,True,False,pie
vanjasmailovic:4,4.0,True,False,False,False,False,0.3534356350233926,-1.287824263665279,0.5553498704183636,0.0,0.0,0.8468026256736575,0.9860182921457724,1.014179968024529,5527.166111316797,0.0,True,0.4565284462319373,0.9720310568809508,0.7149908633873566,False,0.25,1.0,False,0.0,0.0,0.0,0.0,0.174276111064537,False,True,False,pie
vanjasmailovic:2,4.0,True,False,False,False,False,0.5097365719870889,-1.2653482107073677,0.526131182041389,0.0,0.0,0.9441780313025772,1.1212754518773147,0.891841517020401,4475.789430609143,0.0,True,0.3930492224766491,0.9339861273765564,0.6180199384689331,False,0.25,1.0,False,0.0,0.0,0.0,0.0,0.2040592548605388,False,True,False,pie
vanjasmailovic:0,4.0,True,False,False,False,False,0.5097365719870889,-1.2653482107073677,0.526131182041389,0.0,0.0,0.9441780313025772,1.1212754518773147,0.891841517020401,4475.789430609143,0.0,True,0.3930492224766491,0.9339861273765564,0.6180199384689331,False,0.5,0.7714285714285716,False,0.0,0.0,0.0,0.0,0.2040592548605388,False,True,False,pie
madmaxxl:2,6.0,True,False,False,False,False,0.4705174712017348,-1.243879240322436,0.3069697837279055,0.5548635050341338,0.7205554705097852,0.8610170761506458,1.6612061120720758,0.6019722614388096,270.33976397005625,2.365703367841945e-56,True,0.2860139813365225,0.9297960996627808,0.5785282254219055,False,0.3333333333333333,0.9307359307359307,False,0.0,0.0,0.0,0.0,0.0796314462674718,False,True,False,pie
brisabry:6,6.0,True,False,False,False,False,1.5866675198171951,0.8162476235803195,0.6429029206213569,0.8072450941496018,0.9090548417615284,1.4358972993527912,1.1198580370648867,0.8929703291865182,13242.036718300926,0.0,True,0.6016469822225462,0.6968815326690674,0.0057301949709653,True,0.3333333333333333,0.9307359307359307,False,0.0,0.1666666666666666,0.0,0.0,0.0487806788062096,True,True,False,pie
ydumelie:2,4.0,True,False,False,False,False,1.0767948174838478,-0.7322195452257017,0.6973026973026973,0.0,0.0,1.339680041909918,0.9151214484641428,1.092751133391431,109.36293706293706,1.5046418731745653e-23,True,0.5017482497432637,0.7571715116500854,0.0449767708778381,True,0.5,0.7714285714285716,False,0.0,0.25,0.0,0.0,0.0689101055100893,True,True,False,pie
IgorDabrowski:4,7.0,True,False,False,False,False,1.8014323171462885,1.5750908343658967,0.6665665448210207,0.8477253409525173,0.9222518402156016,1.7281374460242458,1.0778776800321943,0.9277490558762952,13242.036718300926,0.0,True,0.6681293174980927,0.6294013857841492,0.0005984570016153,True,0.4285714285714285,0.5751748251748252,False,0.0,0.1428571428571428,0.0,0.0,0.0464858435370387,True,True,False,pie
konstantinos.papalias:16,2.0,True,False,False,False,False,0.0,-2.0,0.7551020408163265,0.0,0.0,1.0,0.5566602457577223,1.796427906646731,51.02040816326531,9.14106165438675e-13,True,0.2551020405560183,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
melionelio:2,3.0,True,False,False,False,False,-0.6654470644883085,-1.4999999999999991,0.3921414846476608,0.0,0.0,0.7118077153592466,1.0754114565461368,0.9298766475965086,13242.036718300926,0.0,True,0.1045449198070602,0.8421273827552795,0.2196160405874252,False,0.6666666666666666,0.6,False,0.0,0.0,0.0,0.0,0.0919882674747872,False,True,False,pie
automatorkitchen:9,25.5,True,False,False,False,False,3.8137740848896833,5.143264318406081,0.3550239234449761,0.4933014354066986,0.5822966507177033,2.0735319185203185,2.4110052098986703,0.4147647611437671,10172.894736842103,0.0,True,0.7360218716314058,0.4480890035629272,2.4579940860469657e-10,True,0.2285714285714285,0.3234812170971206,False,0.0,0.1428571428571428,0.1428571428571428,5.17891644200928,0.740945516688855,True,True,False,pie
icorecare:143,25.5,True,False,False,False,False,3.8137740848896833,5.143264318406081,0.202915469348659,0.3452466475095785,0.4614064495530012,2.0735319185203185,4.013724800252884,0.207485009560472,13242.036718300926,0.0,True,0.8500510643185709,1.210658885538578,0.0,True,0.7275216015056891,0.0,True,0.0,0.1420994097014287,0.0421764051672512,6.604246766950617,0.740945516688855,True,True,False,pie
seblee75:2,2.0,True,False,False,False,False,0.0,-2.0,0.84375,0.0,0.0,1.0,0.4333988732907457,2.307343331114638,75.625,3.4299124825284518e-18,True,0.3437499995703125,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
seblee75:0,4.0,True,False,False,False,False,1.0104193464519895,-0.7976458912741613,0.68125,0.0,0.0,1.314689282084828,0.9254088671161754,1.0806034343676334,166.10000000000002,8.842185057853579e-36,True,0.49999999875,0.7814053297042847,0.0728406980633735,False,0.25,1.0,False,0.0,0.0,0.0,0.0,0.0939904078188305,False,True,False,pie
arjun-prakash:53,7.0,True,False,False,False,False,0.9348126090404262,-0.8839670699421212,0.406740771011337,0.727887797423854,0.8338204306722385,1.2158335478200215,1.4834534427733042,0.6741027194830652,13242.036718300926,0.0,True,0.5106682041600168,0.7729876041412354,0.0219195261597633,True,0.5714285714285714,0.2121212121212121,False,0.0,0.0,0.0,0.0,0.032882159890154,False,True,False,pie
arjun-prakash:51,10.0,True,False,False,False,False,1.971065898371715,2.893197898056621,0.3561409332099682,0.4998337122702423,0.6175000399574885,1.264715140733479,1.9754732608046777,0.5062078135103008,13242.036718300926,0.0,True,0.4269681081087632,0.7132518291473389,0.0012753864284604,True,0.5,0.1678213427439433,False,0.0,0.1,0.1,2.75874036471446,0.0352496414136724,True,True,False,pie
mathematiguy:14,4.0,True,False,False,False,False,1.0721422281003965,-0.7391326693386469,0.8118131868131868,0.0,0.0,1.409488777024302,0.6095755985548413,1.6404856138775272,7541.472527472528,0.0,True,0.6270604395030164,0.7444295883178711,0.0342089831829071,True,0.5,0.7714285714285716,False,0.0,0.25,0.0,0.0,0.0710683471554446,True,True,False,pie
deangelis.eduardo:0,7.0,True,False,False,False,False,0.9470183820652774,-0.2538640855697327,0.3470198675496688,0.5445364238410596,0.7271523178807947,0.9443137427275304,1.7170528126948903,0.5823932686324971,2971.0791390728477,0.0,True,0.371570482454572,0.8773402571678162,0.2149012088775634,False,0.2857142857142857,0.9627039627039627,False,0.0,0.0,0.0,0.0,0.07576278324786,False,True,False,pie
madmaxxl:4,5.0,True,False,False,False,False,0.0752456652809039,-1.5206477948247137,0.3513766062064933,0.6244894234672,0.8387671967209379,0.8822289268938661,1.4580202115090368,0.6858615484932199,216.0931757515536,1.2988983882522629e-45,True,0.2942519372100315,0.905234396457672,0.4394885599613189,False,0.4,0.873015873015873,False,0.0,0.0,0.0,0.0,0.1395903698540403,False,True,False,pie
revinate:314,9.0,True,False,False,False,False,1.5342753803912317,0.9866479509702564,0.2926666666666667,0.486,0.5773333333333334,1.052066867280816,2.0068862790201294,0.4982843375102719,692.8560000000002,2.469933360955237e-144,True,0.316592592402637,0.7268388867378235,0.0029174771625548,True,0.6666666666666666,0.0335664335664335,True,0.0,0.3333333333333333,0.0,0.0,0.0436431630712436,True,True,False,pie
jaywalkerdie:2,3.0,True,False,False,False,False,0.3690942329901573,-1.5,0.722753346080306,0.0,0.0,0.9297454032249902,0.6599104278061608,1.5153571725248378,401.717017208413,5.864865676405434e-88,True,0.4690885911904526,0.9668629169464112,0.650386393070221,False,0.6666666666666666,0.6,False,0.0,0.0,0.0,0.0,0.2414939187123661,False,True,False,pie
jaywalkerdie:0,5.0,True,False,False,False,False,1.2381919983089809,-0.1703905472530813,0.6869244935543278,0.9023941068139965,0.9521178637200736,1.4262981883320147,0.916489837995322,1.0911195722446236,874.0073664825045,7.131642419008052e-188,True,0.6077348060702258,0.7387104630470276,0.0233171042054891,True,0.6,0.3571428571428571,False,0.0,0.2,0.0,0.0,0.0872781223912142,True,True,False,pie
eddieteller:0,7.0,True,False,False,False,False,0.0713277819576823,-1.418125221800705,0.2445451299520127,0.4484766126834294,0.6272005038717425,0.7545105165507067,1.8322381624142487,0.5457805761901333,13242.036718300926,0.0,True,0.263185504884604,0.9425477981567384,0.6617645025253296,False,0.4285714285714285,0.5751748251748252,False,0.0,0.0,0.0,0.0,0.0754479747544438,False,True,False,pie
masumrumi:119,13.0,True,False,False,False,False,-0.4325756717707213,-1.5076950727446474,0.1282495667244367,0.2478336221837088,0.3622183708838821,0.6714379886096873,2.368476903524785,0.4222122658286396,184.5476603119584,4.967208626183425e-33,True,0.3090254625753192,0.831007719039917,0.0163078755140304,True,0.2307692307692307,0.8978057035171046,False,0.0,0.0,0.0,0.0,0.0396698291783039,False,True,False,pie
solovieff.nnov:5267,3.0,True,False,False,False,False,-0.0364143616150612,-1.5000000000000004,0.4631463146314631,0.0,0.0,0.8085988571545254,1.0453860030861346,0.9565844549743842,0.1031639963996399,5.203720948349015e-09,False,0.1748174292977009,0.9997051954269408,0.7149908633873566,False,0.3333333333333333,1.0,False,0.0,0.0,0.0,0.0,0.3366778829945417,False,True,False,pie
solovieff.nnov:5265,2.0,True,False,False,False,False,0.0,-2.0,0.8680868086808681,0.0,0.0,1.0,0.3900074894006624,2.564053325070073,0.541897399739974,5.203720948349015e-09,False,0.3680867350561586,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
solovieff.nnov:5263,7.0,True,False,False,False,False,0.8678060323848218,-0.6460599805907172,0.3359335933593359,0.5878587858785879,0.6976697669766976,0.8567280310008913,1.7062166257374656,0.5860920500453906,0.5054477247724772,5.203720948349015e-09,False,0.3697795762547793,0.8543062806129456,0.1345169842243194,False,0.7142857142857143,0.053030303030303,False,0.0,0.1428571428571428,0.0,0.0,0.0274526543086761,True,True,False,pie
solovieff.nnov:5261,5.0,True,False,False,False,False,0.3546960114301309,-1.6801456851756598,0.4198419841984198,0.7793779377937794,0.8891889188918891,0.9023156392416846,1.276794472579856,0.7832114106661405,0.6282681668166816,5.203720948349015e-09,False,0.4256423514139656,0.860232949256897,0.2290860414505005,False,0.4,0.873015873015873,False,0.0,0.0,0.0,0.0,0.0466773770506211,False,True,False,pie
brisabry:4,5.0,True,False,False,False,False,1.46430942641451,0.2029932266884584,0.7829981383709219,0.8775749992370373,0.9499191259498886,1.5457370375373984,0.780267314670981,1.2816120593513196,13242.036718300926,0.0,True,0.6399914548124638,0.6467412710189819,0.0024360166862607,True,0.6,0.3571428571428571,False,0.0,0.2,0.0,0.0,0.0254717514133566,True,True,False,pie
xhippo2606:928,3.0,True,False,False,False,False,-0.0788151705406008,-1.5,0.5056818181818182,0.0,0.0,0.7998614838531735,0.99925157446086,1.0007489860994654,32.80681818181818,5.203720948349015e-09,True,0.2348484844481748,0.998614490032196,0.7149908633873566,False,0.3333333333333333,1.0,False,0.0,0.0,0.0,0.0,0.3255647715804968,False,True,False,pie
dinesh.ughade:16,25.5,True,False,False,False,False,3.8137740848896833,5.143264318406081,0.0455692307692307,0.0734461538461538,0.11598163716485332,2.0735319185203185,4.013724800252884,0.168430310225761,13242.036718300926,0.0,True,0.7302142226708666,0.3430068865418434,0.0,True,0.434070434070434,1.0780244870711025e-103,True,0.0,0.1072891072891072,0.0515970515970515,5.432641645313358,0.740945516688855,True,True,False,pie
plotlyfurion:2,19.0,True,False,False,False,False,3.370699012665256,5.143264318406081,0.5182014228481922,0.6516897736090771,0.753830364088997,2.0735319185203185,1.6832748023725477,0.5940800626199102,485.8558947232758,9.78391516594336e-92,True,0.7729059371589894,0.4733175039291382,2.937272256531287e-07,True,0.3157894736842105,0.3056890512159651,False,0.0,0.1578947368421052,0.1785714285714285,4.0098406851537405,0.740945516688855,True,True,False,pie
CarlesWRC:20,7.0,True,False,False,False,False,0.9634645598083532,-0.9713840452768916,0.4835613150947924,0.8849532037437005,0.948836093112551,1.395269659414749,1.108773006826243,0.9018978581219296,13242.036718300926,0.0,True,0.6489218005198689,0.6999745965003967,0.0037049539387226,True,0.2857142857142857,0.9627039627039627,False,0.0,0.0,0.0,0.0,0.0282770425050462,False,True,False,pie
alexhyde1987:14,2.0,True,False,False,False,False,0.0,-2.0,0.5294117647058824,0.0,0.0,1.0,0.6914160776171183,1.4463071258718465,0.0588235294117647,5.203720948349015e-09,False,0.0294117643598616,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
alexhyde1987:18,2.0,True,False,False,False,False,0.0,-2.0,0.7664516129032258,0.0,0.0,1.0,0.5435284766300882,1.83983000522818,440.178064516129,9.901307179168592e-98,True,0.2664516128688449,0.0,0.0,0,0.5,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
teromakotero:0,3.0,True,False,False,False,False,-0.4661170130982199,-1.5,0.5168699569649905,0.0,0.0,0.7365462406046378,0.924015923506371,1.0822324318885022,1743.3739437762515,0.0,True,0.2849618493859935,0.9435375928878784,0.5417989492416382,False,0.6666666666666666,0.6,False,0.0,0.0,0.0,0.0,0.2065828605634091,False,True,False,pie
plotlyfurion:30,7.0,True,False,False,False,False,2.0174352433032787,2.1148870118836003,0.7957325238817963,0.8553700562449781,0.9124185340594588,1.9844347658181565,0.8275335066241499,1.2084102842909792,13242.036718300926,0.0,True,0.7130740877504937,0.5211330652236938,3.034634937648661e-05,True,0.7142857142857143,0.053030303030303,False,0.0,0.1428571428571428,0.0,0.0,0.0086172776166423,True,True,False,pie
parkyy119:8,4.0,True,False,False,False,False,0.0,-1.36,0.4,0.0,0.0,0.7453559924999299,1.2798542258336674,0.7813389836241883,2.0,5.203720948349015e-09,False,0.2499999900000003,0.9929119348526,0.7149908633873566,False,0.5,0.7714285714285716,False,0.0,0.0,0.0,0.0,0.0,False,True,False,pie
PrathamNawal:0,3.0,True,False,False,False,False,-0.030868823072125,-1.4999999999999998,0.5427509293680297,0.0,0.0,0.8097771617451499,0.953053778900648,1.049258732443729,5328.251180548579,0.0,True,0.2815901403219559,0.9997881054878236,0.7149908633873566,False,0.6666666666666666,0.6,False,0.0,0.0,0.0,0.0,0.3381219020116045,False,True,False,pie
rohts-patil:31,9.0,True,False,False,False,False,1.9197898861053864,2.5752048735650845,0.4333070244672454,0.5706393054459353,0.7024467245461721,1.2253551369203626,1.736937391954875,0.5757259902583637,1518.5887924230465,0.0,True,0.5039024814450925,0.7158538103103638,0.0021728922147303,True,0.75,0.0062937062937062,True,0.0,0.1111111111111111,0.0,2.64868766701077,0.0304731924229384,True,True,False,pie
rohts-patil:29,11.0,True,False,False,False,False,-0.7460913416505194,-0.348145061863677,0.1404893449092344,0.2573007103393844,0.3701657458563536,0.4991294042057562,2.32119390294314,0.4308127807556524,1975.4822415153903,0.0,True,0.1924373968433636,0.9003452658653259,0.1866542100906372,False,0.3636363636363636,0.479150364599281,False,0.0,0.1818181818181818,0.0,0.0,0.0,True,True,False,pie
