fid,group_num,breakdown_is_C,breakdown_is_T,breakdown_is_Q,is_constant,has_minus,skewness,kurtosis,top_1_proportion,top_2_proportion,top_3_proportion,normalized_coefficient_variation,entropy,reci_entropy,chi_2_s,chi_2_p,chi_2_p_005,gini_coeff,normal_s,normal_p,normal_p_005,powerlaw_s,powerlaw_p,powerlaw_p_005,percent_3sigma,percent_15iqr,percent_grubbs,outliers_mean_zscore,lof_index,is_Outliers,is_Distributions,is_Correlations,chart_type
codehawk64:2,46.0,True,False,False,False,False,-1.3508018574136098,3.747796654608927,0.0218153107356853,0.0436306214713707,0.065435116485323,0.2688526384483889,3.828633876306828,0.2611897695907708,1.387051417941119,1.0,False,0.0018292677191178,0.7348461151123047,9.138700107769183e-08,True,0.3260869565217391,0.0145091804536458,True,0.00245098039215675,0.0652173913043478,0.0,3.3983808711591275,0.9801513128026784,True,True,False,line_single
soncio:2,364.0,True,False,False,False,False,2.281327183119944,3.747796654608927,0.0150411233726051,0.0296752893074122,0.0439072875161608,1.2109315308706134,5.570169460828176,0.1795277517196612,13246.633340766113,0.0,True,0.4381999701754384,0.7467073202133179,3.232615358886922e-23,True,0.206043956043956,3.555066549709697e-07,True,0.00245098039215675,0.0494505494505494,0.0,3.686595790264,0.5547855021659884,True,True,False,line_single
hiimdbms:18,60.0,True,False,False,False,False,0.2195013451878621,-1.1366135272274482,0.0329769845827627,0.0627733356893581,0.0911560719176569,0.6497792495400224,3.9956526502572185,0.2502720049841233,8683.225780801344,0.0,True,0.2501016035362325,0.9452114105224608,0.00032744690543025,True,0.1666666666666666,0.3777306174965006,False,0.0,0.0,0.0,0.0,0.6530735184171728,False,True,False,line_single
madijsabo:11,7.0,True,False,False,False,False,1.2031228403339345,0.0573654945571306,0.3,0.47697374136420884,0.62,1.1835651423901397,1.826317764861348,0.5475498400334067,13.56,0.0349565882268889,True,0.2628571391771429,0.8019689917564392,0.00032744690543025,True,0.2857142857142857,0.8928571428571427,False,0.0,0.088235294117647,0.0,0.0,0.0791800140173484,True,True,False,line_single
ShilpaR:4,10.0,True,False,False,False,True,1.3320525670234036,0.2140912700127253,0.0,0.0,0.0,1.375209308865846,0.0,0.0,13246.633340766113,0.0,True,0.6707238982109883,0.7339400053024292,0.00032744690543025,True,0.0,0.0,0,0.0,0.088235294117647,0.0,0.0,0.0279635598063892,True,True,False,line_single
gerasebasdiaz:90,14.0,True,False,False,False,False,0.2579530325781282,-0.1203433739375374,0.0902612826603325,0.178147268408551,0.2589073634204275,0.505355452575902,2.6298837462939924,0.3802449448228236,7.7458432304038,0.8597547945037319,False,0.0741431962244304,0.95356285572052,0.00032744690543025,False,0.2857142857142857,0.6354849613377005,False,0.0,0.088235294117647,0.0,0.0,0.3005963841050918,True,True,False,line_single
chiarabajet:19,303.0,True,False,False,False,False,2.402315179414465,3.747796654608927,0.0449695121951219,0.0777439024390243,0.1041666666666666,1.554909421055646,5.143110347787575,0.1944348715811965,8107.480182926829,0.0,True,0.5421999475285397,0.6550478860735893,2.900812571076722e-27,True,0.429042904290429,2.0804133901430126e-25,True,0.00245098039215675,0.088235294117647,0.0,4.205746006150755,0.0,True,True,False,line_single
mranftle:98,30.0,True,False,False,False,False,0.4107279499806912,-0.6410442633637596,0.0385039312219854,0.076879271070615,0.1138584760085237,0.6063320744589022,3.3985524250390133,0.2942429231435265,290.2770960393857,6.757661071991727e-45,True,0.0413929507410994,0.9635601043701172,0.00032744690543025,False,0.1666666666666666,0.8079631540901643,False,0.0,0.0,0.0,0.0,0.3660995290143393,False,True,False,line_single
adriano.my:4,5.0,True,False,False,False,False,0.140298922123899,-1.3746392268566483,0.2340057470421901,0.4534475000366014,0.6471522573111892,0.7378371224520155,1.6023567829120116,0.6240807357414306,0.4068899007327422,0.981908929785551,False,0.0667566036426511,0.9655148983001708,0.00032744690543025,False,0.6,0.3571428571428571,False,0.0,0.0,0.0,0.0,0.095121224196678,False,True,False,line_single
witten:44,39.0,True,False,False,False,False,-1.3152516869483042,0.8135404097376031,0.0332270358559539,0.0662285136501516,0.0991677685307614,0.3585936209127178,3.583768474955156,0.2790358827553761,13246.633340766113,0.0,True,0.1752815487097062,0.7931926250457764,6.104037311160937e-06,True,0.2307692307692307,0.2523132628680452,False,0.0,0.0512820512820512,0.0,2.7820411035962103,0.3336844724568031,True,True,False,line_single
hodahelmi:20,1023.0,True,False,False,False,False,-0.4604824014184949,1.204338824772071,0.0009801626699691,0.0019602810408028,0.0029403994116366,0.1943058199554031,6.930494277129259,0.144289852933003,0.2206579688562904,1.0,False,0.0005484452940709,0.9843515157699584,5.1354844821105425e-09,True,0.2697947214076246,3.751500196512871e-33,True,0.00245098039215675,0.0156402737047898,0.0,3.3111171139768167,1.2504325675600343,True,True,False,line_single
muzicius:0,1637.0,True,False,False,False,False,2.402315179414465,3.747796654608927,0.1818181818181818,0.2727272727272727,0.3636363636363636,1.675798293182126,2.2718685126965625,0.4401663187862329,1923.6363636363649,9.10928511809652e-07,True,0.9943762720125056,0.6550478860735893,0.0,True,0.0,0.0,0,0.00245098039215675,0.0061087354917532,0.0,6.959043620754555,8.216794602550124,True,True,False,line_single
jyim:16,4.0,True,False,False,False,False,0.8895879946528955,-0.8435266971372077,0.2791225416036308,0.0,0.0,1.0282431378897132,1.3838910333308996,0.7226002451891687,6.478063540090772,0.0905316498520219,False,0.0359304084611405,0.8671322464942932,0.00032744690543025,False,0.25,0.8928571428571427,False,0.0,0.088235294117647,0.0,0.0,0.1089429911657091,True,True,False,line_single
hiimdbms:16,60.0,True,False,False,False,False,0.2881828513852048,-0.6720010448099871,0.0422417398578,0.0757005437055625,0.1083228774571309,0.6931426188716122,3.9188631247754726,0.2551760467666994,780.6185696361356,1.4633619477396895e-126,True,0.3257284252247162,0.958673655986786,0.00032744690543025,True,0.2166666666666666,0.1197631478172673,False,0.0,0.0,0.0,2.6855824154129992,0.8778462382985448,True,True,False,line_single
hiimdbms:14,60.0,True,False,False,False,False,-0.2791956911145515,-1.3775158978406334,0.0261014276955417,0.0506262590873259,0.075107296137339,0.563184821414635,4.024300551633997,0.2484903866322726,2966.593851274415,0.0,True,0.2050494875523211,0.9117315411567688,0.00032744690543025,True,0.1666666666666666,0.3777306174965006,False,0.0,0.0,0.0,0.0,0.2697264485231399,False,True,False,line_single
chans.head:2,455.0,True,False,False,False,True,0.471777797496123,0.3009506974362312,0.0,0.0,0.0,0.4064132725035473,0.0,0.0,5926.004800023367,0.0,True,0.2232529931566979,0.9654904007911682,7.334341134423994e-09,True,0.0,0.0,0,0.0021978021978021,0.0373626373626373,0.0,2.8583984474280646,0.637308826393902,True,True,False,line_single
hiimdbms:12,60.0,True,False,False,False,False,-0.2226693816641825,-1.3595919753779029,0.0278787122757932,0.054308601163692,0.0795320282636395,0.6024887974907285,4.017144958497916,0.248933013453893,13246.633340766113,0.0,True,0.2151961020152999,0.917088508605957,0.00032744690543025,True,0.1333333333333333,0.6647505590510205,False,0.0,0.0,0.0,0.0,0.6130829459915683,False,True,False,line_single
hiimdbms:10,60.0,True,False,False,False,False,-0.3412358352513786,-1.3052129375737154,0.0266260484253837,0.051353062193385,0.0759613862952998,0.553510318110868,4.0219619885317055,0.2486348709538822,3354.601360974837,0.0,True,0.2067204725995546,0.9133703112602234,0.00032744690543025,True,0.2166666666666666,0.1197631478172673,False,0.0,0.0,0.0,0.0,0.7683535916131573,False,True,False,line_single
GlassToeStudio:106,289.0,True,False,False,False,False,0.2189131837817169,-1.372375832463341,0.0037689608108445,0.0075284970925982,0.0112701005898315,0.8006112064419073,5.6655409800614684,0.1765056511848142,5427.30828092139,0.0,True,0.0238210811015928,0.8892157673835754,1.1517966214038416e-13,True,0.1176470588235294,0.0365462647000989,True,0.0,0.0,0.0,0.0,0.5592425352473308,False,True,False,line_single
doki_plotly:568,15.0,True,False,False,False,False,0.4923491520880963,-1.5413841195855562,0.1764884568651275,0.3487241798298906,0.5133657351154314,1.0734685645287574,2.042622462880304,0.4895667301092435,3793.48602673147,0.0,True,0.576751721081877,0.784621000289917,0.00032744690543025,True,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1289572648974939,False,True,False,line_single
doki_plotly:566,15.0,True,False,False,False,False,1.0602161892906845,-0.2046582300005046,0.147945205479452,0.2756164383561644,0.3852054794520548,0.975171779739344,2.579340585794134,0.3876959892414198,521.0739726027397,3.149103410398956e-102,True,0.2792328764828223,0.8316450715065002,0.00032744690543025,True,0.3333333333333333,0.3855465198257425,False,0.0,0.0666666666666666,0.0,0.0,0.577033477186014,True,True,False,line_single
doki_plotly:562,15.0,True,False,False,False,False,-0.6099131304021422,0.8625737314036948,0.096564750324637,0.1912407035769094,0.283673710305749,0.3880754615295208,2.6589619345442554,0.3760866174909719,721.627198677842,6.226898176704405e-145,True,0.1560618580764853,0.9240633845329284,0.00032744690543025,False,0.2666666666666666,0.6781382270680966,False,0.0,0.0666666666666666,0.0,2.576818426134708,0.5793051823838455,True,True,False,line_single
dmitri5595:47,4.0,True,False,False,False,False,-1.134541017625446,-0.6817976363314942,0.2584423160704987,0.0,0.0,0.5790318903601746,1.385070900732997,0.721984700906493,0.5165721215850982,0.9152357928283816,False,0.0224639621911789,0.7015856504440308,0.00032744690543025,True,0.5,0.7714285714285716,False,0.0,0.088235294117647,0.0,0.0,0.0320211524562153,True,True,False,line_single
GlassToeStudio:137,289.0,True,False,False,False,False,-0.3183635073608843,-0.9720906004552652,0.0035442589220168,0.0070845243854292,0.0106143737310072,0.4084819349778249,5.666346676116393,0.1764805539016863,0.0868340100171032,1.0,False,0.0072321765178487,0.9579848051071168,2.117242985377743e-07,True,0.1626297577854671,0.0009386010929041,True,0.0,0.0,0.0,0.0,0.7670749968257164,False,True,False,line_single
jaehc90:8,7.0,True,False,False,False,False,-0.8338229602691067,-1.1477988441670393,0.1755504403108855,0.3481966694379987,0.5170866061937203,0.6192560651332933,1.9085583739949816,0.5239556796509224,13246.633340766113,0.0,True,0.1329635170980067,0.7617414593696594,0.00032744690543025,True,0.4285714285714285,0.5751748251748252,False,0.0,0.0,0.0,0.0,0.0406487561544463,False,True,False,line_single
tej_prash:6,6.0,True,False,False,False,False,-0.934701492700308,-0.4479410408334296,0.2465753424657534,0.47697374136420884,0.6973290365805566,0.5185614583766492,1.578817710552168,0.6333853448161947,39.26027397260274,2.104910149210593e-07,True,0.2716894966003628,0.8514736890792847,0.00032744690543025,False,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1068806554439146,False,True,False,line_single
tej_prash:4,6.0,True,False,False,False,False,-0.6970584435780749,-1.000922874954101,0.2385321100917431,0.47697374136420884,0.6973290365805566,0.5628714925657194,1.6278491302134692,0.6143075432726768,27.34862385321101,4.878231579658997e-05,True,0.2645259924276857,0.8333616256713867,0.00032744690543025,False,0.5,0.474025974025974,False,0.0,0.0,0.0,0.0,0.078443138512895,False,True,False,line_single
yg2499:12,103.0,True,False,False,False,False,1.631015255051304,1.6994604611512925,0.0551147526024366,0.1079088394427815,0.1580188606665283,1.4287582806802823,3.779448924016519,0.2645888382418656,13246.633340766113,0.0,True,0.6848545920090854,0.7222888469696045,1.1501930050755726e-12,True,0.2621359223300971,0.0016085566965501,True,0.00245098039215675,0.087378640776699,0.0,2.958980562900261,0.4317003233816282,True,True,False,line_single
jackrobertwelsh:17,52.0,True,False,False,False,False,1.5844075635543462,2.165192874535437,0.0568181818181818,0.1022727272727272,0.1477272727272727,1.3743685418725533,3.8166863981979766,0.2620073790899204,27.818181818181813,0.9966508439904812,False,0.2687936904104427,0.7191325426101685,1.1822558931839922e-08,True,0.5384615384615384,2.930173844520769e-07,True,0.00245098039215675,0.0769230769230769,0.0,3.4763439588541063,1.049918534638479,True,True,False,line_single
HalynaKharkivska7676:8,202.0,True,False,False,False,False,1.06144582552814,0.2175528791145602,0.0124490111493025,0.0246661411707978,0.0368710540622712,0.9524207898416086,5.154884780367047,0.1939907568465179,13246.633340766113,0.0,True,0.3085229787005183,0.8520637154579163,4.570263438530286e-13,True,0.2079207920792079,0.0003092065425544,True,0.0,0.088235294117647,0.0,2.551680906896842,1.0026007437337454,True,True,False,line_single
test4913:4,2475.0,True,False,False,False,True,-0.0611520980455193,3.747796654608927,0.0,0.0,0.0,0.1489718944616658,0.0,0.0,7933.344503900665,1.0,False,0.0732749884657339,1.0261806771159172,0.0,True,0.0,0.0,0,0.00245098039215675,0.0432,0.0,3.992627962709524,1.7393427597778894,True,True,False,line_single
gaurang18:13,9.0,True,False,False,False,False,2.402315179414465,3.747796654608927,0.1646379080414152,0.2706580159962526,0.3766050662380427,1.675798293182126,2.1843232354806483,0.4578077016060105,0.1706136815553078,0.999997938763109,False,0.0577954887812224,0.6550478860735893,1.2200478067825316e-06,True,0.3333333333333333,0.7301110654051831,False,0.0,0.088235294117647,0.0,2.824345967435724,0.0045425620088986,True,True,False,line_single
paolo.benedictus:8,12.0,True,False,False,False,False,-0.0321898356535137,-0.1366438427531671,0.1013469387604462,0.1909491862163158,0.2797347604333777,0.5383913007267197,2.479308482489952,0.4033382723700873,0.0912397166176027,0.9999999998589508,False,0.0577945227391269,0.9600107669830322,0.00032744690543025,False,0.3333333333333333,0.5360977695073805,False,0.0,0.0,0.0,0.0,0.1285252601337125,False,True,False,line_single
AlexanderBach:576,12.0,True,False,False,False,True,0.40466842348208,-1.4750215277984866,0.0,0.0,0.0,0.7715671945946626,0.0,0.0,1073.087005087178,3.549228219997371e-223,True,0.4246755289479594,0.8563299775123596,0.00032744690543025,True,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0367928924083735,False,True,False,line_single
doki_plotly:546,15.0,True,False,False,False,False,-0.5904080964426011,0.8190473123327338,0.0966149506346967,0.1912317818523742,0.2840855665256229,0.3898867686343844,2.658963657419455,0.3760863738056909,726.8060648801127,4.8783967747158955e-146,True,0.1564331609189802,0.9246013164520264,0.00032744690543025,False,0.2666666666666666,0.6781382270680966,False,0.0,0.0666666666666666,0.0,2.564847233730438,0.5690562506750007,True,True,False,line_single
doki_plotly:526,15.0,True,False,False,False,False,-0.5912961020050537,0.8182146729514161,0.096603596192267,0.1912093077917499,0.2840521800446586,0.3898722329297718,2.6589596380366647,0.3760869423119129,726.8943471618286,4.671135641038163e-146,True,0.1564461158497274,0.9246443510055542,0.00032744690543025,False,0.1333333333333333,0.8928571428571427,False,0.0,0.0666666666666666,0.0,2.5649428595755657,0.5693934433260817,True,True,False,line_single
gaurang18:15,11.0,True,False,False,False,False,1.5325194064793224,1.177603325837376,0.1482535211846491,0.2657367520791982,0.3692337052049633,1.526642069079061,2.3703548443778857,0.4218777633111958,7.152414556239826,0.7109820083356218,False,0.1163419471518376,0.7072461247444153,0.00032744690543025,True,0.4545454545454545,0.2114760884110729,False,0.0,0.088235294117647,0.0,2.557736905914975,0.042340702760943,True,True,False,line_single
kellyz:10,2025.0,True,False,False,False,False,-1.3508018574136098,2.944703473700113,0.0006848035858805,0.0013696071717611,0.0020544107576417,0.2252316248509277,7.581244140148753,0.1319044712864739,488.9187013633817,1.0,False,0.1153322349169167,0.8403893113136292,4.371770949000564e-41,True,0.0,0.0,0,0.00245098039215675,0.0237037037037037,0.0,3.645903999145333,2.4444003226240016,True,True,False,line_single
jackrobertwelsh:10,2.0,True,False,False,False,False,-2.908017233945239e-14,-2.0,0.3146517946166874,0.0,0.0,1.0,0.6930900953618168,0.7345618169702524,0.0009785119369262,0.975045302883616,False,0.0053424764489994,0.0,0.0,0,0.5,0.8928571428571427,False,0.0,0.0,0.0,0.0,0.0,False,True,False,line_single
doki_plotly:472,15.0,True,False,False,False,False,1.0657360094718775,-0.1863278068557625,0.1484118291347207,0.276013143483023,0.3855421686746988,0.976481446037289,2.5789736619573094,0.3877511487422679,523.2332968236582,1.0965531033766698e-102,True,0.2795910914096093,0.8314764499664307,0.00032744690543025,True,0.2666666666666666,0.6781382270680966,False,0.0,0.0666666666666666,0.0,0.0,0.5790811165028992,True,True,False,line_single
doki_plotly:468,15.0,True,False,False,False,False,-0.5866146541634907,0.8102008266547291,0.0965922444183313,0.1914218566392479,0.2841363102232667,0.3901892727340363,2.658897316371899,0.3760957573813017,728.219741480611,2.434167759772849e-146,True,0.15663141399511,0.9248473048210144,0.00032744690543025,False,0.2,0.8928571428571427,False,0.0,0.0666666666666666,0.0,2.5628587710601343,0.5696693319698712,True,True,False,line_single
rohitpawar.social:185,10.0,True,False,False,False,False,-1.3508018574136098,1.1348943271217458,0.1034384281471327,0.2060581829259005,0.3080496534917371,0.4022142285916562,2.3020509197339387,0.4343952566069111,0.5521521590130223,0.999953435079964,False,0.0163734673361254,0.8306493163108826,0.00032744690543025,True,0.2,0.8928571428571427,False,0.0,0.088235294117647,0.0,0.0,0.0365079723380417,True,True,False,line_single
doki_plotly:438,15.0,True,False,False,False,False,1.0877156129164274,-0.0770623179009888,0.1528013582342954,0.2722127900396152,0.3853989813242784,0.9286141444718266,2.5758870566555494,0.388215778877498,519.748726655348,6.016593052981262e-102,True,0.2825881906674878,0.8342443108558655,0.00032744690543025,True,0.1333333333333333,0.8928571428571427,False,0.0,0.0666666666666666,0.0,0.0,0.5864979305035853,True,True,False,line_single
doki_plotly:436,15.0,True,False,False,True,False,0.0,-3.0,0.0,0.0,0.0,0.07949965375721268,0.0,0.0,0.0,0.0,False,9.41147719171445e-18,1.0,0.00032744690543025,False,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,line_single
doki_plotly:432,15.0,True,False,False,False,False,0.8233871660789457,-0.2147248584588492,0.2174231332357247,0.3755490483162518,0.5285505124450952,0.973811894794382,2.16482449598958,0.4619312105219329,1295.390922401171,5.301068918500236e-268,True,0.5269887744335164,0.8762843012809753,0.00032744690543025,True,0.0,0.0,0,0.0,0.0,0.0,0.0,0.444551809468301,False,True,False,line_single
doki_plotly:430,15.0,True,False,False,False,False,1.023285696595068,-0.1852583943958992,0.152073732718894,0.2713773681515617,0.3819764464925755,0.942420503604097,2.5735164978135048,0.3885733784297143,578.6359447004609,1.8654779944400628e-114,True,0.2872845193219354,0.8463820815086365,0.00032744690543025,True,0.4,0.1844161768444983,False,0.0,0.0,0.0,0.0,0.5524825002100917,False,True,False,line_single
doki_plotly:418,15.0,True,False,False,False,False,-0.5807982130522752,0.7947254607960552,0.0965808953119492,0.1915168605334273,0.2843379156385853,0.3907971796641663,2.6587683086595004,0.3761140061520369,730.6337680648572,7.425934958600831e-147,True,0.1569576626050088,0.9249892234802246,0.00032744690543025,False,0.2,0.8928571428571427,False,0.0,0.0666666666666666,0.0,2.55887210050839,0.5664258782743525,True,True,False,line_single
usuarioaa:720,6.0,True,False,False,False,False,-0.2770229788714036,-1.147337075883634,0.2280693459960499,0.4346953230768765,0.6190988770179536,0.6171906201298932,1.7518553364705722,0.5708233888847694,0.2843049145408353,0.9979278889650371,False,0.1558041078350909,0.9774360060691832,0.00032744690543025,False,0.1666666666666666,0.8928571428571427,False,0.0,0.0,0.0,0.0,0.0946124559424373,False,True,False,line_single
usuarioaa:718,17.0,True,False,False,False,False,0.488940024991149,-0.4184762771616217,0.0770001473852451,0.1486061973612717,0.2166011675749878,0.6291652151783859,2.8236842662032577,0.3541472437159575,0.1462700778133827,0.999999999999981,False,0.0784685344773527,0.9761896133422852,0.00032744690543025,False,0.2352941176470588,0.7506071234246195,False,0.0,0.0,0.0,0.0,0.4159149130424155,False,True,False,line_single
acuevas:1143,24.0,True,False,False,True,False,0.0,-3.0,0.0,0.0,0.0,0.07949965375721268,0.0,0.0,0.0,0.0,False,0.0,1.0,0.00032744690543025,False,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,line_single
mymovie00:0,2475.0,True,False,False,False,False,2.402315179414465,3.747796654608927,0.0502994708379368,0.080304704308891,0.1061813106937256,1.675798293182126,6.238176807545243,0.1603032473831894,13246.633340766113,0.0,True,0.7515883806306151,0.6550478860735893,0.0,True,0.72831541218638,0.0,True,0.00245098039215675,0.088235294117647,0.0,6.808067279931494,8.216794602550124,True,True,False,line_single
doki_plotly:416,15.0,True,False,False,False,False,1.1406526090785996,0.2077637177640743,0.1530837004405286,0.2775330396475771,0.3816079295154185,0.9703327031469138,2.582329154734016,0.3872473027564147,509.1817180616741,1.0486606031311855e-99,True,0.2781204109303337,0.8492766618728638,0.00032744690543025,True,0.2666666666666666,0.6781382270680966,False,0.0,0.0666666666666666,0.0,0.0,0.5717131098726069,True,True,False,line_single
doki_plotly:414,15.0,True,False,False,False,False,1.125850189722923,0.0926250918075979,0.1441617742987606,0.2681017612524461,0.370515329419439,0.9405310812685528,2.6001781570970905,0.3845890318209684,367.4598825831703,8.895805006433619e-70,True,0.2565775166004351,0.845273494720459,0.00032744690543025,True,0.3333333333333333,0.3855465198257425,False,0.0,0.0666666666666666,0.0,0.0,0.5641307809094738,True,True,False,line_single
doki_plotly:410,15.0,True,False,False,False,False,2.402315179414465,3.747796654608927,0.3146517946166874,0.47697374136420884,0.6973290365805566,1.675798293182126,1.761450445666772,0.5677139555416015,145.17647058823533,6.6083742475468505e-24,True,0.6901960581314885,0.6550478860735893,2.400532684987411e-05,True,0.0,0.0,0,0.00245098039215675,0.088235294117647,0.0,3.4167572559178243,0.9131673896423326,True,True,False,line_single
doki_plotly:406,15.0,True,False,False,False,False,-0.5477948781813424,0.7609966652664255,0.097463597933302,0.1925786754344763,0.2853452325035228,0.3929959427081876,2.658336957538955,0.3761750357357946,739.6023954908406,9.01451596973775e-149,True,0.1580397682514804,0.9285566210746764,0.00032744690543025,False,0.2666666666666666,0.6781382270680966,False,0.0,0.0666666666666666,0.0,2.544555531817622,0.5612999035183439,True,True,False,line_single
